Store,Date,Weekly_Sales,IsHoliday,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Type,Size,WeekOfYear,Month,Quarter,Year,HolidayName,lag_1,lag_2,lag_52,rolling_mean_4,rolling_std_4
12,2012-09-21,922735.37,False,82.97,4.125,11918.13,156.82,388.52,3290.61,7953.53,131.0103333,10.926,B,112238,38,9,3,2012,,885892.37,955146.04,871692.74,987770.8225,82835.09219307093
12,2012-09-28,880415.67,False,81.22,3.966,3068.35,27.82,0.22,1307.43,3605.14,131.043,10.926,B,112238,39,9,3,2012,,922735.37,885892.37,866401.4500000001,956429.3175,75819.14986829112
12,2012-10-05,979825.92,False,81.61,3.966,8953.66,,44.83,7731.09,3269.62,131.0756667,10.199,B,112238,40,10,4,2012,,880415.67,922735.37,951244.66,911047.3625,34892.10564801823
12,2012-10-12,934917.47,False,71.74,4.468,1986.92,,16.75,910.5,4225.2,131.1083333,10.199,B,112238,41,10,4,2012,,979825.92,880415.67,927600.01,917217.3325,45774.44558188052
12,2012-10-19,960945.43,False,68.66,4.449,1810.87,,8.48,640.64,2250.86,131.1499677,10.199,B,112238,42,10,4,2012,,934917.47,979825.92,938604.58,929473.6075,40894.48246962608
12,2012-10-26,974697.6,False,65.95,4.301,13749.1,104.54,56.0,2402.63,4813.93,131.1930968,10.199,B,112238,43,10,4,2012,,960945.43,934917.47,990926.38,939026.1225,43193.92582659396
13,2011-02-04,1848186.58,False,23.35,2.974,,,,,,127.7195806,7.47,A,219622,5,2,1,2011,,1633663.12,1770177.37,1967220.53,1707675.2975,61608.22378515104
13,2011-02-11,1944438.9,True,30.83,3.034,,,,,,127.859129,7.47,A,219622,6,2,1,2011,Super Bowl,1848186.58,1633663.12,2030933.46,1733585.845,95018.21641998614
13,2011-02-18,2003480.59,False,40.85,3.062,,,,,,127.99525,7.47,A,219622,7,2,1,2011,,1944438.9,1848186.58,1970274.64,1799116.4925000002,131325.00002099836
13,2011-02-25,1831933.95,False,33.17,3.12,,,,,,128.13,7.47,A,219622,8,2,1,2011,,2003480.59,1944438.9,1817850.32,1857442.2975,162335.43494040662
13,2011-03-04,1894960.68,False,34.23,3.23,,,,,,128.26475,7.47,A,219622,9,3,1,2011,,1831933.95,2003480.59,1939980.43,1907010.005,81248.80576405398
13,2011-03-11,1852432.58,False,41.28,3.346,,,,,,128.3995,7.47,A,219622,10,3,1,2011,,1894960.68,1831933.95,1840686.94,1918703.53,72897.51278513644
13,2011-03-18,1852443.78,False,44.69,3.407,,,,,,128.5121935,7.47,A,219622,11,3,1,2011,,1852432.58,1894960.68,1879794.89,1895701.95,76497.01720907693
13,2011-03-25,1807545.43,False,42.38,3.435,,,,,,128.6160645,7.47,A,219622,12,3,1,2011,,1852443.78,1852432.58,1882095.98,1857942.7475,26503.996323905147
13,2011-04-01,1864238.64,False,42.49,3.487,,,,,,128.7199355,7.193,A,219622,13,4,2,2011,,1807545.43,1852443.78,2142482.14,1851845.6175,35693.68548387296
13,2011-04-08,1887465.04,False,42.75,3.547,,,,,,128.8238065,7.193,A,219622,14,4,2,2011,,1864238.64,1807545.43,1898321.33,1844165.1075,25038.86983026676
13,2011-04-15,1950994.04,False,41.72,3.616,,,,,,128.9107333,7.193,A,219622,15,4,2,2011,,1887465.04,1864238.64,1819660.44,1852923.2225,33568.585248138064
13,2011-04-22,2124316.34,False,47.55,3.655,,,,,,128.9553,7.193,A,219622,16,4,2,2011,,1950994.04,1887465.04,1909330.77,1877560.7875,59358.14094734644
13,2011-04-29,1895583.12,False,43.85,3.683,,,,,,128.9998667,7.193,A,219622,17,4,2,2011,,2124316.34,1950994.04,1785823.37,1956753.515,117573.19243538666
13,2011-05-06,1986380.4,False,47.75,3.744,,,,,,129.0444333,7.193,A,219622,18,5,2,2011,,1895583.12,2124316.34,2005478.46,1964589.635,110162.85332772593
13,2011-05-13,1958823.56,False,52.4,3.77,,,,,,129.089,7.193,A,219622,19,5,2,2011,,1986380.4,1895583.12,1890273.44,1989318.475,97447.65250175248
13,2011-05-20,1860923.55,False,52.12,3.802,,,,,,129.0756774,7.193,A,219622,20,5,2,2011,,1958823.56,1986380.4,1853657.6,1991275.855,96495.2280534074
13,2011-05-27,1866369.93,False,54.62,3.778,,,,,,129.0623548,7.193,A,219622,21,5,2,2011,,1860923.55,1958823.56,1877358.86,1925427.6575,57393.37773942036
13,2011-06-03,1935593.87,False,52.76,3.752,,,,,,129.0490323,7.193,A,219622,22,6,2,2011,,1866369.93,1860923.55,2022705.22,1918124.36,63942.07161277758
13,2011-06-10,1997816.98,False,61.39,3.732,,,,,,129.0357097,7.193,A,219622,23,6,2,2011,,1935593.87,1866369.93,2037880.96,1905427.7275,49218.03342339424
13,2011-06-17,2086433.49,False,63.35,3.704,,,,,,129.0432,7.193,A,219622,24,6,2,2011,,1997816.98,1935593.87,2003435.31,1915176.0825,64734.79690376629
13,2011-06-24,2009163.08,False,66.38,3.668,,,,,,129.0663,7.193,A,219622,25,6,2,2011,,2086433.49,1997816.98,1970340.25,1971553.5675,93530.4956895022
13,2011-07-01,2048035.74,False,74.29,3.613,,,,,,129.0894,6.877,A,219622,26,7,3,2011,,2009163.08,2086433.49,2018314.71,2007251.855,61906.563418314574
13,2011-07-08,2021699.38,False,77.3,3.563,,,,,,129.1125,6.877,A,219622,27,7,3,2011,,2048035.74,2009163.08,1870843.9,2035362.3225,40269.64411711013
13,2011-07-15,1956813.31,False,75.59,3.553,,,,,,129.1338387,6.877,A,219622,28,7,3,2011,,2021699.38,2048035.74,1932231.05,2041332.9225,34153.39762908949
13,2011-07-22,1987089.36,False,78.5,3.563,,,,,,129.1507742,6.877,A,219622,29,7,3,2011,,1956813.31,2021699.38,1907351.2,2008927.8775,38334.14340311679
13,2011-07-29,1880785.69,False,77.62,3.574,,,,,,129.1677097,6.877,A,219622,30,7,3,2011,,1987089.36,1956813.31,1817887.23,2003409.4475,39847.9313518882
13,2011-08-05,2076231.8,False,75.56,3.595,,,,,,129.1846452,6.877,A,219622,31,8,3,2011,,1880785.69,1987089.36,1969121.45,1961596.935,60043.0623634604
13,2011-08-12,1970341.38,False,75.95,3.606,,,,,,129.2015806,6.877,A,219622,32,8,3,2011,,2076231.8,1880785.69,1877592.55,1975230.04,80830.91443413067
13,2011-08-19,2090340.98,False,76.68,3.578,,,,,,129.2405806,6.877,A,219622,33,8,3,2011,,1970341.38,2076231.8,1997397.63,1978612.0575,80083.04245801088
13,2011-08-26,2035244.54,False,81.53,3.57,,,,,,129.2832581,6.877,A,219622,34,8,3,2011,,2090340.98,1970341.38,1908278.27,2004424.9625,98295.7175655396
13,2011-09-02,1953628.82,False,77.0,3.58,,,,,,129.3259355,6.877,A,219622,35,9,3,2011,,2035244.54,2090340.98,1911852.58,2043039.675,53805.00857197657
13,2011-09-09,1872921.31,True,70.19,3.619,,,,,,129.3686129,6.877,A,219622,36,9,3,2011,Labor Day,1953628.82,2035244.54,1772143.94,2012388.93,62768.48465030539
13,2011-09-16,1923223.82,False,67.54,3.641,,,,,,129.4306,6.877,A,219622,37,9,3,2011,,1872921.31,1953628.82,1790279.74,1988033.9125,95096.7946421744
13,2011-09-23,1847430.96,False,63.6,3.648,,,,,,129.5183333,6.877,A,219622,38,9,3,2011,,1923223.82,1872921.31,1705655.09,1946254.6225,68023.95850345807
13,2011-09-30,1835662.69,False,68.28,3.623,,,,,,129.6060667,6.877,A,219622,39,9,3,2011,,1847430.96,1923223.82,1765584.48,1899301.2275,47993.758054542646
13,2011-10-07,2067232.56,False,60.62,3.592,,,,,,129.6938,6.392,A,219622,40,10,4,2011,,1835662.69,1847430.96,1871924.07,1869809.695,38856.90255322625
13,2011-10-14,1929659.07,False,51.74,3.567,,,,,,129.7706452,6.392,A,219622,41,10,4,2011,,2067232.56,1835662.69,1851431.06,1918387.5075,106546.49475831646
13,2011-10-21,1973544.27,False,54.66,3.579,,,,,,129.7821613,6.392,A,219622,42,10,4,2011,,1929659.07,2067232.56,1796949.59,1919996.32,106692.34856634129
13,2011-10-28,1948733.81,False,47.41,3.567,,,,,,129.7936774,6.392,A,219622,43,10,4,2011,,1973544.27,1929659.07,1887895.07,1951524.6475,96220.7210277299
13,2011-11-04,2036317.54,False,43.51,3.538,,,,,,129.8051935,6.392,A,219622,44,11,4,2011,,1948733.81,1973544.27,1854967.66,1979792.4275,60999.47403870092
13,2011-11-11,2111592.09,False,33.8,3.513,31400.97,30876.79,645.07,4407.38,7740.27,129.8167097,6.392,A,219622,45,11,4,2011,,2036317.54,1948733.81,1939964.63,1972063.6725,46451.35252826153
13,2011-11-18,2016323.51,False,40.65,3.489,11003.75,1090.92,89.88,1201.3,10231.67,129.8268333,6.392,A,219622,46,11,4,2011,,2111592.09,2036317.54,1925393.91,2017546.9275,72728.50768532988
13,2011-11-25,2864170.61,True,38.89,3.445,1282.42,548.1,109030.75,146.33,3557.67,129.8364,6.392,A,219622,47,11,4,2011,Thanksgiving,2016323.51,2111592.09,2766400.05,2028241.7375,67022.51992173419
13,2011-12-02,2051315.66,False,33.94,3.389,7945.42,56.0,25126.9,5550.87,31844.2,129.8459667,6.392,A,219622,48,12,4,2011,,2864170.61,2016323.51,2083379.89,2257100.9375,406786.3854552295
13,2011-12-09,2462779.06,False,24.82,3.341,5924.71,56.0,577.59,1778.83,20371.02,129.8555333,6.392,A,219622,49,12,4,2011,,2051315.66,2864170.61,2461468.35,2260850.4675,404133.4458230421
13,2011-12-16,2760346.71,False,27.85,3.282,3272.56,556.15,959.55,424.43,5933.01,129.8980645,6.392,A,219622,50,12,4,2011,,2462779.06,2051315.66,2771646.81,2348647.21,399013.5951481142
13,2011-12-23,3556766.03,False,24.76,3.186,686.24,193.26,2971.53,239.78,3567.03,129.9845484,6.392,A,219622,51,12,4,2011,,2760346.71,2462779.06,3595903.2,2534653.01,364371.7668915764
13,2011-12-30,1969056.91,True,31.53,3.119,5970.81,89121.94,406.4,1772.02,3645.0,130.0710323,6.392,A,219622,52,12,4,2011,Christmas,3556766.03,2760346.71,1675292.0,2707801.865,636268.1370081805
13,2012-01-06,1865752.78,False,33.8,3.08,6809.96,37106.52,179.77,1922.55,7481.58,130.1575161,6.104,A,219622,1,1,1,2012,,1969056.91,3556766.03,1744544.39,2687237.1775,665229.2267106986
13,2012-01-13,1794962.64,False,25.61,3.056,3627.07,14887.88,119.93,798.48,4668.82,130.244,6.104,A,219622,2,1,1,2012,,1865752.78,1969056.91,1682316.31,2537980.6075,788021.752297481
13,2012-01-20,1811606.21,False,32.71,3.047,3150.56,6765.52,87.63,1196.17,3136.96,130.2792258,6.104,A,219622,3,1,1,2012,,1794962.64,1865752.78,1770177.37,2296634.59,843123.6093868107
13,2012-01-27,1733983.09,False,34.32,3.058,3743.0,3744.31,108.46,253.99,3511.82,130.3144516,6.104,A,219622,4,1,1,2012,,1811606.21,1794962.64,1633663.12,1860344.635,78523.55508524789
13,2012-02-03,1927780.74,False,31.39,3.077,53423.29,5822.12,282.08,57817.56,9654.23,130.3496774,6.104,A,219622,5,2,1,2012,,1733983.09,1811606.21,1848186.58,1801576.18,54258.032328377696
13,2012-02-10,2069284.57,True,33.73,3.116,9264.48,8292.73,179.72,18849.21,9083.54,130.3849032,6.104,A,219622,6,2,1,2012,Super Bowl,1927780.74,1733983.09,1944438.9,1817083.17,80991.54325861202
13,2012-02-17,2214477.06,False,36.57,3.119,21621.16,16497.47,25.52,13643.83,14660.97,130.4546207,6.104,A,219622,7,2,1,2012,,2069284.57,1927780.74,2003480.59,1885663.6525,146038.7941986444
13,2012-02-24,1929768.03,False,35.38,3.145,16404.54,12013.87,3.4,2584.12,5126.53,130.5502069,6.104,A,219622,8,2,1,2012,,2214477.06,2069284.57,1831933.95,1986381.365,204971.1442700904
13,2012-03-02,1969742.76,False,32.36,3.242,25204.67,2436.75,167.88,16066.76,7289.69,130.6457931,6.104,A,219622,9,3,1,2012,,1929768.03,2214477.06,1894960.68,2035327.6,136573.24621403203
13,2012-03-09,1986445.65,False,38.24,3.38,9173.97,339.05,9.44,1300.75,7479.12,130.7413793,6.104,A,219622,10,3,1,2012,,1969742.76,1929768.03,1852432.58,2045818.105,126822.1801127621
13,2012-03-16,2025582.62,False,52.5,3.529,8901.34,637.7,3.85,6169.81,2446.53,130.8261935,6.104,A,219622,11,3,1,2012,,1986445.65,1969742.76,1852443.78,2025108.375,128465.86819346354
13,2012-03-23,1904421.74,False,47.83,3.671,3489.61,75.36,2.52,827.19,3427.9,130.8966452,6.104,A,219622,12,3,1,2012,,2025582.62,1986445.65,1807545.43,1977884.765,39706.785969419805
13,2012-03-30,1948982.7,False,53.2,3.734,10556.61,43.54,15.84,1116.83,8179.03,130.9670968,6.104,A,219622,13,3,1,2012,,1904421.74,2025582.62,1864238.64,1971548.1925,50500.40860218656
13,2012-04-06,2271614.76,False,48.85,3.793,9249.62,,59.94,3969.24,6016.86,131.0375484,5.965,A,219622,14,4,2,2012,,1948982.7,1904421.74,1887465.04,1966358.1775,51797.91067027722
13,2012-04-13,2057637.86,False,51.7,3.833,7419.44,19610.52,54.65,3021.51,3374.9,131.108,5.965,A,219622,15,4,2,2012,,2271614.76,1948982.7,1950994.04,2037650.455,163805.56556785063
13,2012-04-20,1955689.12,False,50.24,3.845,22464.84,8216.22,70.45,1561.38,7307.24,131.1173333,5.965,A,219622,16,4,2,2012,,2057637.86,2271614.76,2124316.34,2045664.265,163802.4918890558
13,2012-04-27,1970121.65,False,64.8,3.842,4626.7,0.11,67.16,104.18,3280.73,131.1266667,5.965,A,219622,17,4,2,2012,,1955689.12,2057637.86,1895583.12,2058481.11,150535.44303980563
13,2012-05-04,1995994.51,False,54.41,3.831,15589.85,,337.47,7557.14,5025.28,131.136,5.965,A,219622,18,5,2,2012,,1970121.65,1955689.12,1986380.4,2063765.8475,145703.50877811137
13,2012-05-11,2080764.17,False,56.47,3.809,14566.92,86.0,60.34,6009.18,4224.91,131.1453333,5.965,A,219622,19,5,2,2012,,1995994.51,1970121.65,1958823.56,1994860.785,45050.6774545845
13,2012-05-18,2131900.55,False,65.17,3.808,7623.14,,86.99,2583.46,3312.67,131.0983226,5.965,A,219622,20,5,2,2012,,2080764.17,1995994.51,1860923.55,2000642.3625,55956.57385478943
13,2012-05-25,2043349.41,False,62.39,3.801,7282.07,,416.15,1048.83,7293.87,131.0287742,5.965,A,219622,21,5,2,2012,,2131900.55,2080764.17,1866369.93,2044695.22,74919.32379023703
13,2012-06-01,2035431.39,False,61.11,3.788,8868.86,123.0,37.87,3793.73,6276.31,130.9592258,5.965,A,219622,22,6,2,2012,,2043349.41,2131900.55,1935593.87,2063002.16,57557.89226195284
13,2012-06-08,2182437.9,False,68.4,3.776,12461.96,406.6,254.19,1450.62,8952.93,130.8896774,5.965,A,219622,23,6,2,2012,,2035431.39,2043349.41,1997816.98,2072861.38,44045.57567169267
13,2012-06-15,2152229.11,False,65.97,3.756,8819.8,416.5,0.22,3496.08,6331.52,130.8295333,5.965,A,219622,24,6,2,2012,,2182437.9,2035431.39,2086433.49,2098279.8125,71134.17137412512
13,2012-06-22,2094373.0,False,72.89,3.737,9298.46,565.14,1.79,4025.82,8626.51,130.7929,5.965,A,219622,25,6,2,2012,,2152229.11,2182437.9,2009163.08,2103361.9525,74960.1474874735
13,2012-06-29,2037663.71,False,82.0,3.681,4768.5,446.92,,743.34,4076.02,130.7562667,5.965,A,219622,26,6,2,2012,,2094373.0,2152229.11,2048035.74,2116117.85,65026.95712713326
13,2012-07-06,2184980.35,False,79.23,3.63,14357.07,337.7,89.85,8820.75,5507.25,130.7196333,5.765,A,219622,27,7,3,2012,,2037663.71,2094373.0,2021699.38,2116675.93,64106.72586217578
13,2012-07-13,2002750.99,False,83.68,3.595,6330.74,220.42,1.17,4033.74,4225.77,130.683,5.765,A,219622,28,7,3,2012,,2184980.35,2037663.71,1956813.31,2117311.5425,64982.71047634989
13,2012-07-20,2053089.32,False,75.69,3.556,6060.59,133.34,35.23,1518.75,6675.69,130.7012903,5.765,A,219622,29,7,3,2012,,2002750.99,2184980.35,1987089.36,2079942.0125,79555.46191570697
13,2012-07-27,1914430.53,False,80.42,3.537,6699.6,96.56,5.2,8723.87,6650.26,130.7195806,5.765,A,219622,30,7,3,2012,,2053089.32,2002750.99,1880785.69,2069621.0925,79736.94814315684
13,2012-08-03,2044148.23,False,81.99,3.512,48280.91,73.92,98.64,13485.99,7765.27,130.737871,5.765,A,219622,31,8,3,2012,,1914430.53,2053089.32,2076231.8,2038812.7975,113048.91998178024
13,2012-08-10,2041019.92,False,81.69,3.509,6249.06,70.38,51.09,3258.43,7070.04,130.7561613,5.765,A,219622,32,8,3,2012,,2044148.23,1914430.53,1970341.38,2003604.7675,63364.72956185095
13,2012-08-17,2095769.18,False,79.4,3.545,5063.08,6.76,40.96,2344.61,5594.85,130.7909677,5.765,A,219622,33,8,3,2012,,2041019.92,2044148.23,2090340.98,2013172.0,66026.01458789285
13,2012-08-24,2059458.25,False,77.37,3.582,9360.8,71.92,179.51,8290.49,6291.99,130.8381613,5.765,A,219622,34,8,3,2012,,2095769.18,2041019.92,2035244.54,2023841.965,77140.16010407473
13,2012-08-31,2073855.42,False,79.18,3.624,21327.53,50.44,88.44,9444.6,3872.19,130.8853548,5.765,A,219622,35,8,3,2012,,2059458.25,2095769.18,1953628.82,2060098.895,25107.8384771818
13,2012-09-07,2165796.31,True,70.65,3.689,17452.15,18.74,69.23,4472.17,5180.78,130.9325484,5.765,A,219622,36,9,3,2012,Labor Day,2073855.42,2059458.25,1872921.31,2067525.6925,23132.946495550572
13,2012-09-14,1919917.03,False,68.55,3.749,13208.43,,28.06,1300.16,10484.98,130.9776667,5.765,A,219622,37,9,3,2012,,2165796.31,2073855.42,1923223.82,2098719.79,47144.00298853539
13,2012-09-21,1938379.66,False,67.96,3.821,10671.71,141.83,46.0,2465.37,12372.29,131.0103333,5.765,A,219622,38,9,3,2012,,1919917.03,2165796.31,1847430.96,2054756.7525,101486.28359321864
13,2012-09-28,1927664.11,False,64.8,3.821,5197.64,63.1,2.6,3022.73,9779.77,131.043,5.765,A,219622,39,9,3,2012,,1938379.66,1919917.03,1835662.69,2024487.105,116554.5860868118
13,2012-10-05,2041918.74,False,61.79,3.815,6607.14,,50.6,3943.91,7700.91,131.0756667,5.621,A,219622,40,10,4,2012,,1927664.11,1938379.66,2067232.56,1987939.2775,118812.74015379044
13,2012-10-12,1999079.44,False,55.1,3.797,1927.15,,9.72,518.97,11269.24,131.1083333,5.621,A,219622,41,10,4,2012,,2041918.74,1927664.11,1929659.07,1956969.885,57136.23177215272
13,2012-10-19,2018010.15,False,52.06,3.781,2753.9,,8.84,775.96,6978.9,131.1499677,5.621,A,219622,42,10,4,2012,,1999079.44,2041918.74,1973544.27,1976760.4875,53626.09971757565
13,2012-10-26,2035189.66,False,46.97,3.755,10192.49,364.57,150.0,1714.15,5563.92,131.1930968,5.621,A,219622,43,10,4,2012,,2018010.15,1999079.44,1948733.81,1996668.11,49228.95054446071
14,2011-02-04,1995891.87,False,28.73,3.231,,,,,,183.4408542,8.549,A,200898,5,2,1,2011,,1613718.38,1743188.87,2623469.95,1730187.3125,104573.4127456772
14,2011-02-11,1980405.03,True,30.3,3.239,,,,,,183.7016129,8.549,A,200898,6,2,1,2011,Super Bowl,1995891.87,1613718.38,1704218.84,1762973.755,164316.60222003394
14,2011-02-18,2019031.67,False,40.7,3.245,,,,,,183.9371353,8.549,A,200898,7,2,1,2011,,1980405.03,1995891.87,2204556.7,1833301.0375,186558.3998187481
14,2011-02-25,1875708.88,False,35.78,3.274,,,,,,184.1625632,8.549,A,200898,8,2,1,2011,,2019031.67,1980405.03,2095591.63,1902261.7375,193015.94249192416
14,2011-03-04,2041215.61,False,38.65,3.433,,,,,,184.3879911,8.549,A,200898,9,3,1,2011,,1875708.88,2019031.67,2237544.75,1967759.3625,63386.35954634871
14,2011-03-11,1931104.67,False,45.01,3.582,,,,,,184.613419,8.549,A,200898,10,3,1,2011,,2041215.61,1875708.88,2156035.06,1979090.2975,73358.28445891156
14,2011-03-18,1932491.42,False,46.66,3.631,,,,,,184.809719,8.549,A,200898,11,3,1,2011,,1931104.67,2041215.61,2066219.3,1966765.2075,77109.39036471408
14,2011-03-25,1879451.23,False,41.76,3.625,,,,,,184.9943679,8.549,A,200898,12,3,1,2011,,1932491.42,1931104.67,2050396.27,1945130.145,69301.7073793262
14,2011-04-01,1869110.55,False,37.27,3.638,,,,,,185.1790167,8.521,A,200898,13,4,2,2011,,1879451.23,1932491.42,2495630.51,1946065.7325,68066.35606172758
14,2011-04-08,2037798.88,False,48.71,3.72,,,,,,185.3636656,8.521,A,200898,14,4,2,2011,,1869110.55,1879451.23,2258781.2800000003,1903039.4675,33479.59322984741
14,2011-04-15,1974960.86,False,53.69,3.821,,,,,,185.5339821,8.521,A,200898,15,4,2,2011,,2037798.88,1869110.55,2121788.61,1929713.02,77220.85111895227
14,2011-04-22,2256461.39,False,53.04,3.892,,,,,,185.6684673,8.521,A,200898,16,4,2,2011,,1974960.86,2037798.88,2138144.91,1940330.38,80576.9067976538
14,2011-04-29,1930617.64,False,66.18,3.962,,,,,,185.8029526,8.521,A,200898,17,4,2,2011,,2256461.39,1974960.86,2082355.12,2034582.92,163479.14558165552
14,2011-05-06,2095599.93,False,58.21,4.046,,,,,,185.9374378,8.521,A,200898,18,5,2,2011,,1930617.64,2256461.39,2370116.52,2049959.6925,144520.1102526552
14,2011-05-13,2004330.3,False,60.38,4.066,,,,,,186.0719231,8.521,A,200898,19,5,2,2011,,2095599.93,1930617.64,2129771.13,2064409.955,145783.04928378953
14,2011-05-20,1959967.8,False,62.28,4.062,,,,,,185.9661154,8.521,A,200898,20,5,2,2011,,2004330.3,2095599.93,2108187.1,2071752.315,140417.0878995395
14,2011-05-27,2080694.24,False,69.7,3.985,,,,,,185.8603077,8.521,A,200898,21,5,2,2011,,1959967.8,2004330.3,2227152.16,1997628.9175,72000.22893764208
14,2011-06-03,2079899.47,False,76.38,3.922,,,,,,185.7545,8.521,A,200898,22,6,2,2011,,2080694.24,1959967.8,2363601.47,2035148.0675,64111.07268944928
14,2011-06-10,2132446.0,False,73.88,3.881,,,,,,185.6486923,8.521,A,200898,23,6,2,2011,,2079899.47,2080694.24,2249570.04,2031222.9525,59490.40023152407
14,2011-06-17,2082083.34,False,69.32,3.842,,,,,,185.6719333,8.521,A,200898,24,6,2,2011,,2132446.0,2079899.47,2248645.59,2063251.8775,73113.62298778462
14,2011-06-24,2069523.52,False,74.85,3.804,,,,,,185.7919609,8.521,A,200898,25,6,2,2011,,2082083.34,2132446.0,2246179.91,2093780.7625,25792.619336350897
14,2011-07-01,2074668.19,False,74.04,3.748,,,,,,185.9119885,8.625,A,200898,26,7,3,2011,,2069523.52,2082083.34,2334788.42,2090988.0825,28176.45667882381
14,2011-07-08,2063401.06,False,77.49,3.711,,,,,,186.032016,8.625,A,200898,27,7,3,2011,,2074668.19,2069523.52,2236209.13,2089680.2625,28972.850074668782
14,2011-07-15,1953544.76,False,78.47,3.76,,,,,,186.1399808,8.625,A,200898,28,7,3,2011,,2063401.06,2074668.19,2130287.27,2072419.0275,7919.70895012135
14,2011-07-22,1882070.88,False,82.33,3.811,,,,,,186.2177885,8.625,A,200898,29,7,3,2011,,1953544.76,2063401.06,2044155.39,2040284.3825,58009.52872883229
14,2011-07-29,1871021.01,False,81.31,3.829,,,,,,186.2955962,8.625,A,200898,30,7,3,2011,,1882070.88,1953544.76,2054843.28,1993421.2225,92172.44422070125
14,2011-08-05,2066020.69,False,78.22,3.842,,,,,,186.3734038,8.625,A,200898,31,8,3,2011,,1871021.01,1882070.88,2219813.5,1942509.4275,88506.07744192077
14,2011-08-12,1928773.82,False,77.0,3.812,,,,,,186.4512115,8.625,A,200898,32,8,3,2011,,2066020.69,1871021.01,2052984.81,1943164.335,89700.43993381606
14,2011-08-19,1896873.99,False,72.98,3.747,,,,,,186.5093071,8.625,A,200898,33,8,3,2011,,1928773.82,2066020.69,2057138.31,1936971.6,89599.92671988098
14,2011-08-26,2273470.62,False,72.55,3.704,,,,,,186.5641172,8.625,A,200898,34,8,3,2011,,1896873.99,1928773.82,2020332.07,1940672.3775,86839.673842854
14,2011-09-02,1750891.47,False,70.63,3.703,,,,,,186.6189274,8.625,A,200898,35,9,3,2011,,2273470.62,1896873.99,2182563.66,2041284.78,171304.13687219247
14,2011-09-09,2202742.9,True,71.48,3.738,,,,,,186.6737376,8.625,A,200898,36,9,3,2011,Labor Day,1750891.47,2273470.62,2191767.76,1962502.475,221303.05379227264
14,2011-09-16,1864637.89,False,69.17,3.742,,,,,,186.8024,8.625,A,200898,37,9,3,2011,,2202742.9,1750891.47,1953539.85,2030994.745,248151.9697620905
14,2011-09-23,1871555.64,False,63.75,3.711,,,,,,187.0295321,8.625,A,200898,38,9,3,2011,,1864637.89,2202742.9,1879891.13,2022935.72,254404.2944071077
14,2011-09-30,1809989.29,False,70.66,3.645,,,,,,187.2566641,8.625,A,200898,39,9,3,2011,,1871555.64,1864637.89,1855703.66,1922456.975,194875.10081590843
14,2011-10-07,2078796.76,False,55.82,3.583,,,,,,187.4837962,8.523,A,200898,40,10,4,2011,,1809989.29,1871555.64,2091663.2,1937231.43,179136.8511643147
14,2011-10-14,1890870.75,False,63.82,3.541,,,,,,187.6917481,8.523,A,200898,41,10,4,2011,,2078796.76,1809989.29,1932162.63,1906244.895,118284.64944984858
14,2011-10-21,2009004.59,False,59.6,3.57,,,,,,187.7846197,8.523,A,200898,42,10,4,2011,,1890870.75,2078796.76,1936621.09,1912803.11,115912.2593744751
14,2011-10-28,2056846.12,False,51.78,3.569,,,,,,187.8774913,8.523,A,200898,43,10,4,2011,,2009004.59,1890870.75,1984768.34,1947165.3475,119912.84769733192
14,2011-11-04,2174056.71,False,43.92,3.551,,,,,,187.9703629,8.523,A,200898,44,11,4,2011,,2056846.12,2009004.59,2078417.47,2008879.555,83895.37254658653
14,2011-11-11,2081534.65,False,47.65,3.53,11376.03,22505.23,1079.89,2679.33,4257.94,188.0632345,8.523,A,200898,45,11,4,2011,,2174056.71,2056846.12,2092189.06,2032694.5425,117248.68594085664
14,2011-11-18,1969360.72,False,51.34,3.53,16308.11,749.9,273.72,2331.53,9347.0,188.1983654,8.523,A,200898,46,11,4,2011,,2081534.65,2174056.71,1968462.58,2080360.5175,69342.02755255705
14,2011-11-25,2685351.81,True,48.71,3.492,286.52,54.0,89402.64,13.0,1915.8,188.3504,8.523,A,200898,47,11,4,2011,Thanksgiving,1969360.72,2081534.65,2921709.71,2070449.55,84184.97075648418
14,2011-12-02,2143080.57,False,50.19,3.452,6428.59,,3657.58,2939.92,34955.25,188.5024346,8.523,A,200898,48,12,4,2011,,2685351.81,1969360.72,2258489.63,2227575.9725,316452.3204521016
14,2011-12-09,2470581.29,False,46.57,3.415,7297.72,15.0,342.71,4849.0,7509.9,188.6544692,8.523,A,200898,49,12,4,2011,,2143080.57,2685351.81,2600519.26,2219831.9375,318570.5022080811
14,2011-12-16,2594363.09,False,39.93,3.413,5398.47,6.12,881.17,290.64,6390.47,188.7979349,8.523,A,200898,50,12,4,2011,,2470581.29,2143080.57,2762861.41,2317093.5975,321647.4626340751
14,2011-12-23,3369068.99,False,42.27,3.389,924.14,112.73,2127.77,80.02,4638.81,188.9299752,8.523,A,200898,51,12,4,2011,,2594363.09,2470581.29,3818686.45,2473344.19,237117.76076258635
14,2011-12-30,1914148.89,True,37.79,3.389,7844.31,70574.85,312.98,1559.84,2851.33,189.0620155,8.523,A,200898,52,12,4,2011,Christmas,3369068.99,2594363.09,1623716.46,2644273.485,519353.0874229904
