Store,Date,Weekly_Sales,IsHoliday,Type,Size,Temperature,Fuel_Price,CPI,Unemployment,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,Year,WeekOfYear,Month,HolidayName,lag_1,lag_2,lag_52,rolling_mean_4,rolling_std_4
14,2012-06-15,1905733.68,False,A,200898,71.93,3.62,191.0299731,8.567,773111.52,30484.8,364.32,137125.44,275261.04000000004,2012,24,6,NoHoliday,2099615.88,2049485.49,2082083.3399999999,2028051.0374999996,70166.39869913628
14,2012-06-22,1660228.8800000001,False,A,200898,74.22,3.564,191.0646096,8.567,710103.15,21873.0,296.7,227152.83000000002,421970.19,2012,25,6,NoHoliday,1905733.68,2099615.88,2069523.52,2021426.1649999998,82411.34021922936
14,2012-06-29,1591835.02,False,A,200898,75.22,3.506,191.0992462,8.567,315695.7,14607.3,0.0,21040.86,185341.59,2012,26,6,NoHoliday,1660228.8800000001,1905733.68,2074668.19,1928765.9824999997,196981.85140122165
14,2012-07-06,1862128.95,False,A,200898,82.99,3.475,191.1338827,8.684,491745.10000000003,29141.0,5842.9,484906.8,420170.10000000003,2012,27,7,NoHoliday,1591835.02,1660228.8800000001,2063401.06,1814353.3649999998,233090.7085032834
14,2012-07-13,1544422.35,False,A,200898,79.97,3.523,191.1685192,8.684,641092.8999999999,-175.0,375.90000000000003,316167.60000000003,180218.5,2012,28,7,NoHoliday,1862128.95,1591835.02,1953544.76,1754981.6324999996,152535.9288271116
14,2012-07-20,1553250.16,False,A,200898,78.89,3.567,191.1670428,8.684,319540.89999999997,4093.6,1378.3000000000002,99283.79999999999,263490.5,2012,29,7,NoHoliday,1544422.35,1862128.95,1882070.88,1664653.7999999998,139969.2717162467
14,2012-07-27,1479514.66,False,A,200898,77.2,3.647,191.1655664,8.684,351131.92000000004,8069.86,291.09999999999997,763345.85,234180.01,2012,30,7,NoHoliday,1553250.16,1544422.35,1871021.01,1637909.1199999996,150890.987724431
14,2012-08-03,1656886.46,False,A,200898,76.58,3.654,191.16409,8.684,1240035.59,2685.22,7866.8,933603.14,361386.45,2012,31,8,NoHoliday,1479514.66,1553250.16,2066020.69,1609829.0299999998,171382.8919696211
14,2012-08-10,1648570.03,False,A,200898,78.65,3.722,191.1626135,8.684,2302678.39,1681.28,2303.24,305996.51,253527.51,2012,32,8,NoHoliday,1656886.46,1479514.66,1928773.82,1558518.4074999997,73358.29682787777
14,2012-08-17,1660433.3,False,A,200898,75.71,3.807,191.2284919,8.684,328414.05,4437.5,414.64,149151.83,189089.33,2012,33,8,NoHoliday,1648570.03,1656886.46,1896873.99,1584555.3274999997,84346.96241508373
14,2012-08-24,1621841.33,False,A,200898,72.62,3.834,191.3448865,8.684,471999.48,2453.76,18127.01,492157.8,668401.1,2012,34,8,NoHoliday,1660433.3,1648570.03,2273470.62,1611351.1124999996,88031.48495358048
14,2012-08-31,1613342.19,False,A,200898,75.09,3.867,191.461281,8.684,1730311.0999999999,695.8,8468.6,987722.4,233309.3,2012,35,8,NoHoliday,1621841.33,1660433.3,1750891.47,1646932.7799999998,17450.89526344903
14,2012-09-07,1904512.34,True,A,200898,75.7,3.911,191.5776756,8.684,470292.64,494.87,2438.85,193132.07,390385.69,2012,36,9,LaborDay,1613342.19,1621841.33,2202742.9,1636046.7125,22127.112818403722
14,2012-09-14,1554794.22,False,A,200898,67.87,3.948,191.69985,8.684,803721.42,0.0,2002.2,60736.950000000004,123794.18,2012,37,9,NoHoliday,1904512.34,1613342.19,1864637.89,1700032.2899999998,137851.57539997387
14,2012-09-21,1565352.46,False,A,200898,65.32,4.038,191.8567038,8.684,1481724.6300000001,6781.32,2061.72,132819.48,1054493.19,2012,38,9,NoHoliday,1554794.22,1904512.34,1871555.64,1673622.5199999998,156785.71755026802
14,2012-09-28,1522512.2,False,A,200898,64.88,3.997,192.0135577,8.684,263348.16,2635.1099999999997,563.04,175614.66,243986.76,2012,39,9,NoHoliday,1565352.46,1554794.22,1809989.29,1659500.3024999998,165316.51442951846
14,2012-10-05,1687592.16,False,A,200898,64.89,3.985,192.1704115,8.667,645333.5,0.0,842.8,251440.0,231046.19999999998,2012,40,10,NoHoliday,1522512.2,1565352.46,2078796.76,1636792.8049999997,179407.63355694895
14,2012-10-12,1639585.6099999999,False,A,200898,54.47,4.0,192.3272654,8.667,231448.32,0.0,1460.16,59236.56,518954.39999999997,2012,41,10,NoHoliday,1687592.16,1522512.2,1890870.75,1582562.7599999998,72352.21917929238
14,2012-10-19,1590274.72,False,A,200898,56.47,3.969,192.3308542,8.667,285106.32,0.0,1187.28,73185.0,261119.31999999998,2012,42,10,NoHoliday,1639585.6099999999,1687592.16,2009004.5899999999,1603760.6074999997,73909.06465462114
14,2012-10-26,1704357.62,False,A,200898,58.85,3.882,192.3088989,8.667,629571.88,6744.92,8013.12,101271.04,97465.08,2012,43,10,NoHoliday,1590274.72,1639585.6099999999,2056846.12,1609991.1724999999,70566.87872925201
15,2011-02-04,556550.85,False,B,123737,20.69,3.4,133.1834194,7.771,0.0,0.0,0.0,0.0,0.0,2011,5,2,NoHoliday,481119.6,487311.03,652122.44,489373.89999999973,13929.961124941643
15,2011-02-11,582864.35,True,B,123737,21.64,3.416,133.260871,7.771,0.0,0.0,0.0,0.0,0.0,2011,6,2,SuperBowl,556550.85,481119.6,682447.1,501101.4199999998,37121.37363268029
15,2011-02-18,649993.5,False,B,123737,33.06,3.42,133.3701429,7.771,0.0,0.0,0.0,0.0,0.0,2011,7,2,NoHoliday,582864.35,556550.85,660838.75,526961.4574999998,50577.65593086216
15,2011-02-25,547564.09,False,B,123737,20.87,3.452,133.4921429,7.771,0.0,0.0,0.0,0.0,0.0,2011,8,2,NoHoliday,649993.5,582864.35,564883.2000000001,567632.0749999997,69815.53888126875
15,2011-03-04,573374.49,False,B,123737,28.16,3.605,133.6141429,7.771,0.0,0.0,0.0,0.0,0.0,2011,9,3,NoHoliday,547564.09,649993.5,605325.43,584243.1974999998,46322.15645649643
15,2011-03-11,537035.28,False,B,123737,34.27,3.752,133.7361429,7.771,0.0,0.0,0.0,0.0,0.0,2011,10,3,NoHoliday,573374.49,547564.09,604173.59,588449.1074999997,43656.73110868395
15,2011-03-18,551553.99,False,B,123737,40.23,3.796,133.8492258,7.771,0.0,0.0,0.0,0.0,0.0,2011,11,3,NoHoliday,537035.28,573374.49,593710.67,576991.8399999997,51006.034743899065
15,2011-03-25,527389.28,False,B,123737,32.63,3.789,133.9587419,7.771,0.0,0.0,0.0,0.0,0.0,2011,12,3,NoHoliday,551553.99,537035.28,592111.49,552381.9624999997,15276.390373103879
15,2011-04-01,542556.05,False,B,123737,30.34,3.811,134.0682581,7.658,0.0,0.0,0.0,0.0,0.0,2011,13,4,NoHoliday,527389.28,551553.99,718470.71,547338.2599999998,19998.090341996038
15,2011-04-08,587370.8099999999,False,B,123737,40.94,3.895,134.1777742,7.658,0.0,0.0,0.0,0.0,0.0,2011,14,4,NoHoliday,542556.05,527389.28,634605.77,539633.6499999998,10121.117376434744
15,2011-04-15,607691.36,False,B,123737,48.63,3.981,134.2784667,7.658,0.0,0.0,0.0,0.0,0.0,2011,15,4,NoHoliday,587370.8099999999,542556.05,641208.65,552217.5324999997,25468.801659783552
15,2011-04-22,655318.26,False,B,123737,41.37,4.061,134.3571,7.658,0.0,0.0,0.0,0.0,0.0,2011,16,4,NoHoliday,607691.36,587370.8099999999,643097.6,566251.8749999998,37572.30249877076
15,2011-04-29,560764.41,False,B,123737,55.46,4.117,134.4357333,7.658,0.0,0.0,0.0,0.0,0.0,2011,17,4,NoHoliday,655318.26,607691.36,570791.11,598234.1199999998,46783.53489227989
15,2011-05-06,630522.67,False,B,123737,49.87,4.192,134.5143667,7.658,0.0,0.0,0.0,0.0,0.0,2011,18,5,NoHoliday,560764.41,655318.26,661348.88,602786.2099999997,39946.39327122583
15,2011-05-13,630482.91,False,B,123737,57.07,4.211,134.593,7.658,0.0,0.0,0.0,0.0,0.0,2011,19,5,NoHoliday,630522.67,560764.41,594385.2,613574.1749999998,40221.4656907851
15,2011-05-20,593941.9,False,B,123737,57.19,4.202,134.6803871,7.658,0.0,0.0,0.0,0.0,0.0,2011,20,5,NoHoliday,630482.91,630522.67,616598.1,619272.0624999998,40721.54641002059
15,2011-05-27,636193.24,False,B,123737,65.87,4.134,134.7677742,7.658,0.0,0.0,0.0,0.0,0.0,2011,21,5,NoHoliday,593941.9,630482.91,744772.88,603927.9724999998,33542.29873073391
15,2011-06-03,695396.19,False,B,123737,69.8,4.069,134.8551613,7.658,0.0,0.0,0.0,0.0,0.0,2011,22,6,NoHoliday,636193.24,593941.9,693192.5,622785.1799999997,19415.068656315296
15,2011-06-10,642679.81,False,B,123737,69.86,4.025,134.9425484,7.658,0.0,0.0,0.0,0.0,0.0,2011,23,6,NoHoliday,695396.19,636193.24,619337.29,639003.5599999998,41996.75104580793
15,2011-06-17,639928.85,False,B,123737,63.9,3.989,135.0837333,7.658,0.0,0.0,0.0,0.0,0.0,2011,24,6,NoHoliday,642679.81,695396.19,652329.53,642052.7849999997,41612.91282141562
15,2011-06-24,656594.95,False,B,123737,69.96,3.964,135.2652667,7.658,0.0,0.0,0.0,0.0,0.0,2011,25,6,NoHoliday,639928.85,642679.81,672194.03,653549.5224999997,28024.141332510655
15,2011-07-01,674669.16,False,B,123737,67.43,3.916,135.4468,7.806,0.0,0.0,0.0,0.0,0.0,2011,26,7,NoHoliday,656594.95,639928.85,709337.11,658649.9499999997,25560.60859982617
15,2011-07-08,635118.48,False,B,123737,73.47,3.886,135.6283333,7.806,0.0,0.0,0.0,0.0,0.0,2011,27,7,NoHoliday,674669.16,656594.95,691497.62,653468.1924999998,15905.561162811407
15,2011-07-15,624114.56,False,B,123737,73.34,3.915,135.7837419,7.806,0.0,0.0,0.0,0.0,0.0,2011,28,7,NoHoliday,635118.48,674669.16,633203.69,651577.8599999998,17934.974693188433
15,2011-07-22,607475.4400000001,False,B,123737,79.97,3.972,135.8738387,7.806,0.0,0.0,0.0,0.0,0.0,2011,29,7,NoHoliday,624114.56,635118.48,598553.43,647624.2874999997,22516.663626410817
15,2011-07-29,577511.02,False,B,123737,74.67,4.004,135.9639355,7.806,0.0,0.0,0.0,0.0,0.0,2011,30,7,NoHoliday,607475.4400000001,624114.56,619224.0599999999,635344.4099999998,28573.15772319718
15,2011-08-05,607961.21,False,B,123737,73.63,4.02,136.0540323,7.806,0.0,0.0,0.0,0.0,0.0,2011,31,8,NoHoliday,577511.02,607475.4400000001,639651.24,611054.8749999998,25083.959157788424
15,2011-08-12,590836.37,False,B,123737,70.63,3.995,136.144129,7.806,0.0,0.0,0.0,0.0,0.0,2011,32,8,NoHoliday,607961.21,577511.02,622437.08,604265.5574999998,19440.073475184956
15,2011-08-19,599488.98,False,B,123737,70.41,3.942,136.183129,7.806,0.0,0.0,0.0,0.0,0.0,2011,33,8,NoHoliday,590836.37,607961.21,637090.44,595946.0099999998,14642.974019507215
15,2011-08-26,605413.17,False,B,123737,69.19,3.906,136.2136129,7.806,0.0,0.0,0.0,0.0,0.0,2011,34,8,NoHoliday,599488.98,590836.37,649791.15,593949.3949999998,12999.090466528653
15,2011-09-02,649159.6799999999,False,B,123737,67.63,3.879,136.2440968,7.806,0.0,0.0,0.0,0.0,0.0,2011,35,9,NoHoliday,605413.17,599488.98,638647.21,600924.9324999998,7604.70314619758
15,2011-09-09,607593.51,True,B,123737,67.59,3.93,136.2745806,7.806,0.0,0.0,0.0,0.0,0.0,2011,36,9,LaborDay,649159.6799999999,605413.17,641965.2,611224.5499999998,25988.764960856166
15,2011-09-16,545052.34,False,B,123737,62.1,3.937,136.3145,7.806,0.0,0.0,0.0,0.0,0.0,2011,37,9,NoHoliday,607593.51,649159.6799999999,583210.87,615413.8349999997,22756.3459654384
15,2011-09-23,545570.86,False,B,123737,59.0,3.899,136.367,7.806,0.0,0.0,0.0,0.0,0.0,2011,38,9,NoHoliday,545052.34,607593.51,548542.47,601804.6749999998,42855.788692380025
15,2011-09-30,521297.31,False,B,123737,64.87,3.858,136.4195,7.806,0.0,0.0,0.0,0.0,0.0,2011,39,9,NoHoliday,545570.86,545052.34,566945.95,586844.0974999998,50871.73763526254
15,2011-10-07,579068.88,False,B,123737,51.24,3.775,136.472,7.866,0.0,0.0,0.0,0.0,0.0,2011,40,10,NoHoliday,521297.31,545570.86,591603.79,554878.5049999998,36922.23442066945
15,2011-10-14,537300.94,False,B,123737,61.3,3.744,136.5150968,7.866,0.0,0.0,0.0,0.0,0.0,2011,41,10,NoHoliday,579068.88,521297.31,577011.26,547747.3474999998,23753.196593132303
15,2011-10-21,603318.89,False,B,123737,51.67,3.757,136.5017742,7.866,0.0,0.0,0.0,0.0,0.0,2011,42,10,NoHoliday,537300.94,579068.88,600395.73,545809.4974999998,24354.919824113415
15,2011-10-28,589842.69,False,B,123737,45.54,3.757,136.4884516,7.866,0.0,0.0,0.0,0.0,0.0,2011,43,10,NoHoliday,603318.89,537300.94,598301.5,560246.5049999998,37652.13980001399
15,2011-11-04,615121.78,False,B,123737,43.39,3.738,136.475129,7.866,0.0,0.0,0.0,0.0,0.0,2011,44,11,NoHoliday,589842.69,603318.89,612987.64,577382.8499999997,28503.37985882536
15,2011-11-11,618949.82,False,B,123737,47.13,3.719,136.4618065,7.866,700385.04,307275.84,44494.56,89038.08,148877.27999999997,2011,45,11,NoHoliday,615121.78,589842.69,619639.74,586396.0749999997,34320.835415779
15,2011-11-18,597856.51,False,B,123737,46.53,3.717,136.4666667,7.866,260456.4,43684.17,3519.47,67180.2,311971.87,2011,46,11,NoHoliday,618949.82,615121.78,608200.81,606808.2949999997,13121.716890383803
15,2011-11-25,1066478.1,True,B,123737,41.1,3.689,136.4788,7.866,21280.120000000003,3900.74,4762247.61,2429.62,12194.96,2011,47,11,Thanksgiving,597856.51,618949.82,1120018.92,605442.6999999997,13868.879684029414
15,2011-12-02,699028.66,False,B,123737,45.67,3.666,136.4909333,7.866,262593.8,13427.4,453954.2,126221.90000000001,1129550.1,2011,48,12,NoHoliday,1066478.1,597856.51,754134.95,724601.5524999998,228102.30796418458
15,2011-12-09,764565.55,False,B,123737,38.53,3.627,136.5030667,7.866,250738.6,13575.8,5293.400000000001,119941.5,365955.8,2011,49,12,NoHoliday,699028.66,1066478.1,847294.04,745578.2724999998,218327.00994310825
15,2011-12-16,870415.49,False,B,123737,35.49,3.611,136.5335161,7.866,154505.23,1349.0,11255.63,65706.95,90384.42,2011,50,12,NoHoliday,764565.55,699028.66,983825.15,781982.2049999998,201680.2885183653
15,2011-12-23,1182691.8699999999,False,B,123737,34.93,3.587,136.5883871,7.866,18515.379999999997,516.17,79549.82,5689.23,44196.08,2011,51,12,NoHoliday,870415.49,764565.55,1368318.17,850121.9499999998,160593.5773648822
15,2011-12-30,603460.79,True,B,123737,31.44,3.566,136.6432581,7.866,230636.4,2209676.2,7905.849999999999,43017.48,246713.64,2011,52,12,Christmas,1182691.8699999999,870415.49,543754.17,879175.3924999997,214310.7161997363
15,2012-01-06,516087.65,False,B,123737,30.24,3.585,136.698129,7.943,386261.31,1201553.58,1297.2,44587.8,213815.13,2012,1,1,NoHoliday,603460.79,1182691.8699999999,509640.77,855283.4249999997,244315.12546392073
15,2012-01-13,454183.42,False,B,123737,36.26,3.666,136.753,7.943,116241.54000000001,618189.63,69.0,33655.44,37460.1,2012,2,1,NoHoliday,516087.65,603460.79,479424.2,793163.9499999997,300254.5396978961
15,2012-01-20,492721.85,False,B,123737,21.39,3.705,136.8564194,7.943,181982.66999999998,217441.08000000002,0.0,18317.43,155769.57,2012,3,1,NoHoliday,454183.42,516087.65,487311.03,689105.9324999996,334706.8772773049
15,2012-01-27,466045.63,False,B,123737,30.87,3.737,136.9598387,7.943,61306.7,145041.4,0.0,4100.599999999999,99269.8,2012,4,1,NoHoliday,492721.85,454183.42,481119.6,516613.42749999976,63274.67668055807
15,2012-02-03,523831.64,False,B,123737,35.3,3.796,137.0632581,7.943,1789587.0999999999,239817.2,3970.4,1351275.7999999998,226169.3,2012,5,2,NoHoliday,466045.63,492721.85,556550.85,482259.6374999998,27718.58791753095
15,2012-02-10,628218.22,True,B,123737,31.91,3.826,137.1666774,7.943,359830.8,386904.7,727.3000000000001,660756.6,446027.39999999997,2012,6,2,SuperBowl,523831.64,466045.63,582864.35,484195.6349999997,30950.847943718236
15,2012-02-17,598502.83,False,B,123737,30.26,3.874,137.2583103,7.943,1247579.2000000002,554046.5,123.2,776645.8,344553.3,2012,7,2,NoHoliday,628218.22,523831.64,649993.5,527704.3349999997,71048.36147165652
15,2012-02-24,561137.06,False,B,123737,33.18,3.917,137.3411034,7.943,488553.13,415997.52,71.0,256137.47,294446.23,2012,8,2,NoHoliday,598502.83,628218.22,547564.09,554149.5799999997,73336.7977404504
15,2012-03-02,541292.64,False,B,123737,33.24,3.983,137.4238966,7.943,824451.29,124194.62,1945.3999999999999,566402.5,165219.84,2012,9,3,NoHoliday,561137.06,598502.83,573374.49,577922.4374999998,45316.59580020651
15,2012-03-09,545120.67,False,B,123737,36.97,4.021,137.5066897,7.943,554864.1,43097.6,104.3,148888.6,153645.80000000002,2012,10,3,NoHoliday,541292.64,561137.06,537035.28,582287.6874999998,38731.93181004051
15,2012-03-16,570611.23,False,B,123737,47.42,4.021,137.5843871,7.943,246313.2,7341.599999999999,208.6,55808.2,95533.9,2012,11,3,NoHoliday,545120.67,541292.64,551553.99,561513.2999999998,26114.876318068284
15,2012-03-23,565481.88,False,B,123737,58.92,4.054,137.6552903,7.943,505001.33999999997,8192.37,34.5,258338.76,84520.17,2012,12,3,NoHoliday,570611.23,545120.67,527389.28,554540.3999999998,13735.864956965948
15,2012-03-30,557547.25,False,B,123737,42.65,4.098,137.7261935,7.943,296196.3,5014.2300000000005,207.0,80726.55,204600.87,2012,13,3,NoHoliday,565481.88,570611.23,542556.05,555626.6049999997,14577.410087468812
15,2012-04-06,659950.36,False,B,123737,40.01,4.143,137.7970968,8.15,608324.4500000001,0.0,3288.72,81279.38,249829.83,2012,14,4,NoHoliday,557547.25,565481.88,587370.8099999999,559690.2574999998,11100.689056788035
15,2012-04-13,558585.13,False,B,123737,43.52,4.187,137.868,8.15,238604.1,228839.8,950.6,108303.3,126682.5,2012,15,4,NoHoliday,659950.36,557547.25,607691.36,588397.6799999998,48003.56493575163
15,2012-04-20,534780.57,False,B,123737,54.47,4.17,137.9230667,8.15,315859.23,115806.15,407.1,75540.51,126327.95999999999,2012,16,4,NoHoliday,558585.13,659950.36,655318.26,585391.1549999998,49830.71443470809
15,2012-04-27,527402.62,False,B,123737,41.57,4.163,137.9781333,8.15,128583.56999999999,0.0,677.58,13270.08,87747.3,2012,17,4,NoHoliday,534780.57,558585.13,560764.41,577715.8274999998,55912.758762521786
15,2012-05-04,577868.38,False,B,123737,51.04,4.124,138.0332,8.15,581025.9,0.0,7767.9,213957.8,112765.8,2012,18,5,NoHoliday,527402.62,534780.57,630522.67,570179.6699999997,61308.46170095721
15,2012-05-11,579539.95,False,B,123737,54.23,4.055,138.0882667,8.15,760173.0,0.0,770.73,88828.53,185176.68,2012,19,5,NoHoliday,577868.38,527402.62,630482.91,549659.1749999998,23037.354062631704
15,2012-05-18,600050.98,False,B,123737,58.84,4.029,138.1065806,8.15,365881.60000000003,0.0,625.1,38227.700000000004,89681.20000000001,2012,20,5,NoHoliday,579539.95,577868.38,593941.9,554897.8799999998,27662.07372469658
15,2012-05-25,693780.42,False,B,123737,67.97,3.979,138.1101935,8.15,431804.76,0.0,33265.590000000004,64076.159999999996,90803.31,2012,21,5,NoHoliday,600050.98,579539.95,636193.24,571215.4824999998,30900.974314917017
15,2012-06-01,663971.26,False,B,123737,67.61,3.915,138.1138065,8.15,259578.0,1573.2,2896.62,80783.13,149104.86000000002,2012,22,6,NoHoliday,693780.42,600050.98,695396.19,612809.9324999998,54914.52309895926
15,2012-06-08,611390.67,False,B,123737,59.35,3.871,138.1174194,8.15,316758.28,18292.0,12.92,27134.72,271925.2,2012,23,6,NoHoliday,663971.26,693780.42,642679.81,634335.6524999999,53509.99095476386
15,2012-06-15,636737.65,False,B,123737,67.7,3.786,138.1295333,8.15,234832.56,32544.800000000003,0.68,27479.48,262677.2,2012,24,6,NoHoliday,611390.67,663971.26,639928.85,642298.3324999998,44197.449075197015
15,2012-06-22,687085.6,False,B,123737,74.28,3.722,138.1629,8.15,263310.21,90666.0,0.0,46044.39,177123.0,2012,25,6,NoHoliday,636737.65,611390.67,656594.95,651469.9999999998,35448.779818907744
15,2012-06-29,624099.48,False,B,123737,68.91,3.667,138.1962667,8.15,212277.12,40668.6,0.0,122130.69,145817.7,2012,26,6,NoHoliday,687085.6,636737.65,674669.16,649796.2949999998,32847.84184196228
15,2012-07-06,678024.75,False,B,123737,74.64,3.646,138.2296333,8.193,334328.12,18366.800000000003,1646.96,118823.88,188523.88,2012,27,7,NoHoliday,624099.48,687085.6,635118.48,639828.3499999997,33160.715208032
15,2012-07-13,591335.5,False,B,123737,72.62,3.689,138.263,8.193,226194.01,12703.199999999999,3351.34,63166.259999999995,50472.44,2012,28,7,NoHoliday,678024.75,624099.48,624114.56,656486.8699999998,30763.275043145226
15,2012-07-20,592369.22,False,B,123737,75.31,3.732,138.2331935,8.193,78096.26999999999,12398.61,2160.39,18972.239999999998,91205.58,2012,29,7,NoHoliday,591335.5,678024.75,607475.4400000001,645136.3324999998,45381.59608715664
15,2012-07-27,571190.83,False,B,123737,73.9,3.82,138.2033871,8.193,163413.52,8319.12,59.16,144980.08,73637.20000000001,2012,30,7,NoHoliday,592369.22,591335.5,577511.02,621457.2374999997,40662.41814410666
15,2012-08-03,590739.62,False,B,123737,73.13,3.819,138.1735806,8.193,500347.29,14946.78,33.12,338534.01,98005.53,2012,31,8,NoHoliday,571190.83,592369.22,607961.21,608230.0749999997,47540.14343794155
15,2012-08-10,590453.63,False,B,123737,73.99,3.863,138.1437742,8.193,1030766.19,1293.77,6722.780000000001,110549.33,103987.34999999999,2012,32,8,NoHoliday,590739.62,571190.83,590836.37,586408.7924999997,10167.621686385632
15,2012-08-17,579738.2,False,B,123737,70.29,3.963,138.1857097,8.193,250984.59999999998,724.88,20.4,53596.24,79970.72,2012,33,8,NoHoliday,590453.63,590739.62,599488.98,586188.3249999997,10033.866523080784
15,2012-08-24,606210.77,False,B,123737,66.98,3.997,138.2814516,8.193,253165.83000000002,-461.61,0.0,194137.71000000002,111102.42,2012,34,8,NoHoliday,579738.2,590453.63,605413.17,583030.5699999998,9408.336997286142
15,2012-08-31,610185.32,False,B,123737,71.42,4.026,138.3771935,8.193,379614.54,9368.130000000001,1910.6100000000001,104430.81,197500.08000000002,2012,35,8,NoHoliday,606210.77,579738.2,649159.6799999999,591785.5549999997,10894.85497126964
15,2012-09-07,587259.8200000001,True,B,123737,71.61,4.076,138.4729355,8.193,554783.6,924.0,1098.3,117901.0,135892.4,2012,36,9,LaborDay,610185.32,606210.77,607593.51,596646.9799999997,14130.54793044122
15,2012-09-14,527509.76,False,B,123737,65.44,4.088,138.5673,8.193,351127.52,0.0,101.32,62745.64,214524.36,2012,37,9,NoHoliday,587259.8200000001,610185.32,545052.34,595848.5274999997,14676.83250917995
15,2012-09-21,533161.64,False,B,123737,60.34,4.203,138.6534,8.193,235437.66,6279.0,1966.5,8153.7300000000005,129741.39,2012,38,9,NoHoliday,527509.76,587259.8200000001,545570.86,582791.4174999997,38187.78269971071
15,2012-09-28,553901.97,False,B,123737,57.13,4.158,138.7395,8.193,355229.96,1341.64,44.88,85732.36,373371.68,2012,39,9,NoHoliday,533161.64,527509.76,521297.31,564529.1349999998,40642.855613674634
15,2012-10-05,573498.64,False,B,123737,59.57,4.151,138.8256,7.992,163615.9,0.0,435.4,101072.3,132505.80000000002,2012,40,10,NoHoliday,553901.97,533161.64,579068.88,550458.2974999999,27030.97404015997
15,2012-10-12,551799.63,False,B,123737,49.12,4.186,138.9117,7.992,94627.4,0.0,406.0,35014.0,254213.4,2012,41,10,NoHoliday,573498.64,553901.97,537300.94,547018.0024999997,20985.578207669234
15,2012-10-19,555652.77,False,B,123737,52.89,4.153,138.8336129,7.992,49763.0,0.0,117.6,12320.699999999999,76907.6,2012,42,10,NoHoliday,551799.63,573498.64,603318.89,553090.4699999997,16492.184695448203
15,2012-10-26,558473.6,False,B,123737,55.75,4.071,138.7281613,7.992,321386.13,-483.69,6900.0,74348.19,85190.85,2012,43,10,NoHoliday,555652.77,551799.63,589842.69,558713.2524999997,9981.997997031107
16,2011-02-04,479263.15,False,B,57197,13.64,3.011,191.7625895,6.614,0.0,0.0,0.0,0.0,0.0,2011,5,2,NoHoliday,448391.99,462888.13,477409.3,488797.91749999975,57230.345884249204
16,2011-02-11,466806.89,True,B,57197,15.02,3.037,191.8572881,6.614,0.0,0.0,0.0,0.0,0.0,2011,6,2,SuperBowl,479263.15,448391.99,472044.27999999997,465227.2149999998,13067.854815228788
16,2011-02-18,491179.79,False,B,57197,27.18,3.051,191.9178331,6.614,0.0,0.0,0.0,0.0,0.0,2011,7,2,NoHoliday,466806.89,479263.15,469868.7,464337.53999999975,12717.872954471028
16,2011-02-25,475201.64,False,B,57197,26.15,3.101,191.9647167,6.614,0.0,0.0,0.0,0.0,0.0,2011,8,2,NoHoliday,491179.79,466806.89,443242.17,471410.4549999998,18289.650687239082
16,2011-03-04,484829.07,False,B,57197,31.77,3.232,192.0116004,6.614,0.0,0.0,0.0,0.0,0.0,2011,9,3,NoHoliday,475201.64,491179.79,444181.85,478112.8674999998,10138.507224949015
16,2011-03-11,457504.35,False,B,57197,29.36,3.372,192.058484,6.614,0.0,0.0,0.0,0.0,0.0,2011,10,3,NoHoliday,484829.07,475201.64,445393.74,479504.34749999974,10714.590458507597
16,2011-03-18,497373.49,False,B,57197,36.5,3.406,192.1237981,6.614,0.0,0.0,0.0,0.0,0.0,2011,11,3,NoHoliday,457504.35,484829.07,504307.35,477178.7124999998,14669.10013717536
16,2011-03-25,465279.68,False,B,57197,32.61,3.414,192.1964844,6.614,0.0,0.0,0.0,0.0,0.0,2011,12,3,NoHoliday,497373.49,457504.35,483177.2,478727.1374999998,16810.27348274888
16,2011-04-01,459756.11,False,B,57197,35.75,3.461,192.2691707,6.339,0.0,0.0,0.0,0.0,0.0,2011,13,4,NoHoliday,465279.68,497373.49,490503.69,476246.6474999998,18180.113143449154
16,2011-04-08,439276.5,False,B,57197,38.04,3.532,192.3418571,6.339,0.0,0.0,0.0,0.0,0.0,2011,14,4,NoHoliday,459756.11,465279.68,424083.99,469978.40749999974,18553.221301666697
16,2011-04-15,427855.24,False,B,57197,34.59,3.611,192.4225954,6.339,0.0,0.0,0.0,0.0,0.0,2011,15,4,NoHoliday,439276.5,459756.11,436312.41000000003,465421.4449999997,24059.699684503503
16,2011-04-22,368600.0,False,B,57197,40.74,3.636,192.5234638,6.339,0.0,0.0,0.0,0.0,0.0,2011,16,4,NoHoliday,427855.24,439276.5,370230.94,448041.8824999997,17499.497653551094
16,2011-04-29,378100.31,False,B,57197,37.77,3.663,192.6243322,6.339,0.0,0.0,0.0,0.0,0.0,2011,17,4,NoHoliday,368600.0,427855.24,383550.93,423871.9624999998,39140.03983836838
16,2011-05-06,423805.22,False,B,57197,38.64,3.735,192.7252006,6.339,0.0,0.0,0.0,0.0,0.0,2011,18,5,NoHoliday,378100.31,368600.0,403217.22000000003,403458.0124999998,35290.61663774216
16,2011-05-13,410406.95,False,B,57197,43.29,3.767,192.826069,6.339,0.0,0.0,0.0,0.0,0.0,2011,19,5,NoHoliday,423805.22,378100.31,401770.9,399590.1924999997,30591.325284940183
